"","X","pais","CountryCode","indicador","year","m3","AL"
"274",6,"Albania","ALB","Renewable internal freshwater resources per capita (cubic meters)","2018",9384.672492,0
"275",182,"OECD members","OED","Renewable internal freshwater resources per capita (cubic meters)","2018",9391.902491,0
"276",98,"Honduras","HND","Renewable internal freshwater resources per capita (cubic meters)","2018",9456.039897,1
"277",72,"Estonia","EST","Renewable internal freshwater resources per capita (cubic meters)","2018",9614.388147,0
"278",330,"East Asia & Pacific","EAS","Renewable internal freshwater resources per capita (cubic meters)","1962",9692.520175,0
"279",328,"East Asia & Pacific (excluding high income)","EAP","Renewable internal freshwater resources per capita (cubic meters)","1962",9692.753104,0
"280",497,"East Asia & Pacific (IDA & IBRD countries)","TEA","Renewable internal freshwater resources per capita (cubic meters)","1962",9746.466,0
"281",112,"Ireland","IRL","Renewable internal freshwater resources per capita (cubic meters)","2018",10067.14994,0
"282",421,"Mexico","MEX","Renewable internal freshwater resources per capita (cubic meters)","1962",10175.31445,1
"283",220,"Sao Tome and Principe","STP","Renewable internal freshwater resources per capita (cubic meters)","2018",10330.18689,0
"284",524,"Vietnam","VNM","Renewable internal freshwater resources per capita (cubic meters)","1962",10362.87954,0
"285",25,"Bosnia and Herzegovina","BIH","Renewable internal freshwater resources per capita (cubic meters)","2018",10680.13186,0
"286",44,"Congo, Dem. Rep.","COD","Renewable internal freshwater resources per capita (cubic meters)","2018",10705.60754,0
"287",43,"Cameroon","CMR","Renewable internal freshwater resources per capita (cubic meters)","2018",10826.34733,0
"288",164,"Mongolia","MNG","Renewable internal freshwater resources per capita (cubic meters)","2018",10977.17694,0
"289",425,"Mali","MLI","Renewable internal freshwater resources per capita (cubic meters)","1962",11149.58337,0
"290",232,"Europe & Central Asia (IDA & IBRD countries)","TEC","Renewable internal freshwater resources per capita (cubic meters)","2018",11233.1515,0
"291",329,"Early-demographic dividend","EAR","Renewable internal freshwater resources per capita (cubic meters)","1962",12007.32987,0
"292",465,"Post-demographic dividend","PST","Renewable internal freshwater resources per capita (cubic meters)","1962",12452.6167,0
"293",423,"Middle income","MIC","Renewable internal freshwater resources per capita (cubic meters)","1962",12598.43191,0
"294",65,"Europe & Central Asia (excluding high income)","ECA","Renewable internal freshwater resources per capita (cubic meters)","2018",12644.76715,0
"295",369,"IBRD only","IBD","Renewable internal freshwater resources per capita (cubic meters)","1962",12688.01979,0
"296",152,"Madagascar","MDG","Renewable internal freshwater resources per capita (cubic meters)","2018",12832.07614,0
"297",407,"Low & middle income","LMY","Renewable internal freshwater resources per capita (cubic meters)","1962",13113.71953,0
"298",362,"High income","HIC","Renewable internal freshwater resources per capita (cubic meters)","1962",13293.53423,0
"299",432,"Mozambique","MOZ","Renewable internal freshwater resources per capita (cubic meters)","1962",13360.31326,0
"300",526,"World","WLD","Renewable internal freshwater resources per capita (cubic meters)","1962",13406.7031,0
"301",370,"IDA & IBRD total","IBT","Renewable internal freshwater resources per capita (cubic meters)","1962",13700.40529,0
"302",276,"Argentina","ARG","Renewable internal freshwater resources per capita (cubic meters)","1962",13804.16112,1
"303",372,"IDA blend","IDB","Renewable internal freshwater resources per capita (cubic meters)","1962",14020.12417,0
"304",409,"Late-demographic dividend","LTE","Renewable internal freshwater resources per capita (cubic meters)","1962",14444.34838,0
"305",518,"United States","USA","Renewable internal freshwater resources per capita (cubic meters)","1962",15106.8415,0
"306",171,"North America","NAC","Renewable internal freshwater resources per capita (cubic meters)","2018",15575.56709,0
"307",83,"Georgia","GEO","Renewable internal freshwater resources per capita (cubic meters)","2018",15598.8825,0
"308",448,"OECD members","OED","Renewable internal freshwater resources per capita (cubic meters)","1962",15629.93803,0
"309",272,"Albania","ALB","Renewable internal freshwater resources per capita (cubic meters)","1962",15718.86948,0
"310",516,"Upper middle income","UMC","Renewable internal freshwater resources per capita (cubic meters)","1962",16112.70475,0
"311",504,"Timor-Leste","TLS","Renewable internal freshwater resources per capita (cubic meters)","1962",16711.5903,0
"312",224,"Sweden","SWE","Renewable internal freshwater resources per capita (cubic meters)","2018",16805.54335,0
"313",196,"Paraguay","PRY","Renewable internal freshwater resources per capita (cubic meters)","2018",16819.84466,1
"314",184,"Other small states","OSS","Renewable internal freshwater resources per capita (cubic meters)","2018",17012.51906,0
"315",454,"Philippines","PHL","Renewable internal freshwater resources per capita (cubic meters)","1962",17060.0176,0
"316",378,"Ireland","IRL","Renewable internal freshwater resources per capita (cubic meters)","1962",17277.55152,0
"317",268,"Africa Eastern and Southern","AFE","Renewable internal freshwater resources per capita (cubic meters)","1962",17887.78687,0
"318",86,"Guinea","GIN","Renewable internal freshwater resources per capita (cubic meters)","2018",18204.82392,0
"319",482,"Sub-Saharan Africa (excluding high income)","SSA","Renewable internal freshwater resources per capita (cubic meters)","1962",18383.70809,0
"320",484,"Sub-Saharan Africa","SSF","Renewable internal freshwater resources per capita (cubic meters)","1962",18383.70809,0
"321",508,"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Renewable internal freshwater resources per capita (cubic meters)","1962",18383.70809,0
"322",170,"Malaysia","MYS","Renewable internal freshwater resources per capita (cubic meters)","2018",18396.32685,0
"323",161,"Myanmar","MMR","Renewable internal freshwater resources per capita (cubic meters)","2018",18671.22333,0
"324",371,"IDA total","IDA","Renewable internal freshwater resources per capita (cubic meters)","1962",18813.72208,0
"325",270,"Africa Western and Central","AFW","Renewable internal freshwater resources per capita (cubic meters)","1962",18888.64214,0
"326",445,"Nepal","NPL","Renewable internal freshwater resources per capita (cubic meters)","1962",18997.14439,0
"327",458,"Pre-demographic dividend","PRE","Renewable internal freshwater resources per capita (cubic meters)","1962",19188.07717,0
"328",76,"Finland","FIN","Renewable internal freshwater resources per capita (cubic meters)","2018",19399.78515,0
"329",14,"Australia","AUS","Renewable internal freshwater resources per capita (cubic meters)","2018",19693.63745,0
"330",32,"Brunei Darussalam","BRN","Renewable internal freshwater resources per capita (cubic meters)","2018",19815.3674,0
"331",89,"Equatorial Guinea","GNQ","Renewable internal freshwater resources per capita (cubic meters)","2018",19863.00637,0
"332",390,"Cambodia","KHM","Renewable internal freshwater resources per capita (cubic meters)","1962",20005.19538,0
"333",308,"Cote d'Ivoire","CIV","Renewable internal freshwater resources per capita (cubic meters)","1962",20377.87648,0
"334",273,"Andorra","AND","Renewable internal freshwater resources per capita (cubic meters)","1962",20521.49034,0
"335",402,"Least developed countries: UN classification","LDC","Renewable internal freshwater resources per capita (cubic meters)","1962",20555.71238,0
"336",129,"Latin America & Caribbean (excluding high income)","LAC","Renewable internal freshwater resources per capita (cubic meters)","2018",20607.68654,0
"337",211,"Sierra Leone","SLE","Renewable internal freshwater resources per capita (cubic meters)","2018",20914.62532,0
"338",374,"IDA only","IDX","Renewable internal freshwater resources per capita (cubic meters)","1962",21245.54351,0
"339",135,"Latin America & Caribbean","LCN","Renewable internal freshwater resources per capita (cubic meters)","2018",21671.61414,0
"340",373,"Indonesia","IDN","Renewable internal freshwater resources per capita (cubic meters)","1962",21819.44985,0
"341",403,"Low income","LIC","Renewable internal freshwater resources per capita (cubic meters)","1962",22051.42055,0
"342",237,"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Renewable internal freshwater resources per capita (cubic meters)","2018",22125.41791,0
"343",49,"Costa Rica","CRI","Renewable internal freshwater resources per capita (cubic meters)","2018",22602.51792,1
"344",490,"Sweden","SWE","Renewable internal freshwater resources per capita (cubic meters)","1962",22614.29742,0
"345",342,"Finland","FIN","Renewable internal freshwater resources per capita (cubic meters)","1962",23823.07869,0
"346",176,"Nicaragua","NIC","Renewable internal freshwater resources per capita (cubic meters)","2018",24160.53695,1
"347",531,"Zambia","ZMB","Renewable internal freshwater resources per capita (cubic meters)","1962",24596.36054,0
"348",219,"Small states","SST","Renewable internal freshwater resources per capita (cubic meters)","2018",24622.1885,0
"349",359,"Guatemala","GTM","Renewable internal freshwater resources per capita (cubic meters)","1962",24939.45559,1
"350",354,"Guinea-Bissau","GNB","Renewable internal freshwater resources per capita (cubic meters)","1962",25442.17709,0
"351",67,"Ecuador","ECU","Renewable internal freshwater resources per capita (cubic meters)","2018",25895.03065,1
"352",271,"Angola","AGO","Renewable internal freshwater resources per capita (cubic meters)","1962",26388.52213,0
"353",251,"Uruguay","URY","Renewable internal freshwater resources per capita (cubic meters)","2018",26730.13867,1
"354",29,"Bolivia","BOL","Renewable internal freshwater resources per capita (cubic meters)","2018",26732.69245,1
"355",130,"Lao PDR","LAO","Renewable internal freshwater resources per capita (cubic meters)","2018",26963.11746,0
"356",30,"Brazil","BRA","Renewable internal freshwater resources per capita (cubic meters)","2018",27025.43742,1
"357",341,"Fragile and conflict affected situations","FCS","Renewable internal freshwater resources per capita (cubic meters)","1962",27144.71441,0
"358",437,"North America","NAC","Renewable internal freshwater resources per capita (cubic meters)","1962",27628.29512,0
"359",255,"Venezuela, RB","VEN","Renewable internal freshwater resources per capita (cubic meters)","2018",27867.09383,0
"360",365,"Heavily indebted poor countries (HIPC)","HPC","Renewable internal freshwater resources per capita (cubic meters)","1962",28585.49544,0
"361",203,"Russian Federation","RUS","Renewable internal freshwater resources per capita (cubic meters)","2018",29845.40351,0
"362",35,"Central African Republic","CAF","Renewable internal freshwater resources per capita (cubic meters)","2018",30216.17423,0
"363",77,"Fiji","FJI","Renewable internal freshwater resources per capita (cubic meters)","2018",32315.02337,0
"364",186,"Panama","PAN","Renewable internal freshwater resources per capita (cubic meters)","2018",32703.93031,0
"365",486,"Sao Tome and Principe","STP","Renewable internal freshwater resources per capita (cubic meters)","1962",33809.9817,0
"366",259,"Vanuatu","VUT","Renewable internal freshwater resources per capita (cubic meters)","2018",34167.59204,0
"367",430,"Mongolia","MNG","Renewable internal freshwater resources per capita (cubic meters)","1962",34410.23527,0
"368",517,"Uruguay","URY","Renewable internal freshwater resources per capita (cubic meters)","1962",35408.65699,1
"369",27,"Belize","BLZ","Renewable internal freshwater resources per capita (cubic meters)","2018",39835.9573,0
"370",132,"Liberia","LBR","Renewable internal freshwater resources per capita (cubic meters)","2018",41502.59308,0
"371",364,"Honduras","HND","Renewable internal freshwater resources per capita (cubic meters)","1962",42056.95921,1
"372",45,"Congo, Rep.","COG","Renewable internal freshwater resources per capita (cubic meters)","2018",42331.16586,0
"373",46,"Colombia","COL","Renewable internal freshwater resources per capita (cubic meters)","2018",43192.7988,1
"374",427,"Myanmar","MMR","Renewable internal freshwater resources per capita (cubic meters)","1962",44180.75798,0
"375",198,"Pacific island small states","PSS","Renewable internal freshwater resources per capita (cubic meters)","2018",45257.40352,0
"376",280,"Australia","AUS","Renewable internal freshwater resources per capita (cubic meters)","1962",45801.52672,0
"377",40,"Chile","CHL","Renewable internal freshwater resources per capita (cubic meters)","2018",47252.50446,1
"378",50,"Caribbean small states","CSS","Renewable internal freshwater resources per capita (cubic meters)","2018",50493.62482,0
"379",309,"Cameroon","CMR","Renewable internal freshwater resources per capita (cubic meters)","1962",50567.44827,0
"380",187,"Peru","PER","Renewable internal freshwater resources per capita (cubic meters)","2018",51298.45903,0
"381",310,"Congo, Dem. Rep.","COD","Renewable internal freshwater resources per capita (cubic meters)","1962",56105.57373,0
"382",395,"Latin America & Caribbean (excluding high income)","LAC","Renewable internal freshwater resources per capita (cubic meters)","1962",57634.47366,0
"383",462,"Paraguay","PRY","Renewable internal freshwater resources per capita (cubic meters)","1962",58305.40571,1
"384",401,"Latin America & Caribbean","LCN","Renewable internal freshwater resources per capita (cubic meters)","1962",59791.65065,0
"385",503,"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Renewable internal freshwater resources per capita (cubic meters)","1962",62350.86556,0
"386",352,"Guinea","GIN","Renewable internal freshwater resources per capita (cubic meters)","1962",62579.12383,0
"387",418,"Madagascar","MDG","Renewable internal freshwater resources per capita (cubic meters)","1962",62961.26836,0
"388",436,"Malaysia","MYS","Renewable internal freshwater resources per capita (cubic meters)","1962",66725.43874,0
"389",181,"New Zealand","NZL","Renewable internal freshwater resources per capita (cubic meters)","2018",66726.52328,0
"390",477,"Sierra Leone","SLE","Renewable internal freshwater resources per capita (cubic meters)","1962",66980.38605,0
"391",450,"Other small states","OSS","Renewable internal freshwater resources per capita (cubic meters)","1962",67024.54563,0
"392",343,"Fiji","FJI","Renewable internal freshwater resources per capita (cubic meters)","1962",67706.49295,0
"393",210,"Solomon Islands","SLB","Renewable internal freshwater resources per capita (cubic meters)","2018",68468.39119,0
"394",178,"Norway","NOR","Renewable internal freshwater resources per capita (cubic meters)","2018",71913.78779,0
"395",296,"Brazil","BRA","Renewable internal freshwater resources per capita (cubic meters)","1962",73986.14186,1
"396",485,"Small states","SST","Renewable internal freshwater resources per capita (cubic meters)","1962",76628.0877,0
"397",36,"Canada","CAN","Renewable internal freshwater resources per capita (cubic meters)","2018",76891.77232,0
"398",81,"Gabon","GAB","Renewable internal freshwater resources per capita (cubic meters)","2018",77384.95476,0
"399",315,"Costa Rica","CRI","Renewable internal freshwater resources per capita (cubic meters)","1962",78836.51261,1
"400",295,"Bolivia","BOL","Renewable internal freshwater resources per capita (cubic meters)","1962",79805.50072,1
"401",442,"Nicaragua","NIC","Renewable internal freshwater resources per capita (cubic meters)","1962",82763.50967,1
"402",316,"Caribbean small states","CSS","Renewable internal freshwater resources per capita (cubic meters)","1962",85349.37453,0
"403",396,"Lao PDR","LAO","Renewable internal freshwater resources per capita (cubic meters)","1962",85722.40259,0
"404",301,"Central African Republic","CAF","Renewable internal freshwater resources per capita (cubic meters)","1962",90855.90125,0
"405",333,"Ecuador","ECU","Renewable internal freshwater resources per capita (cubic meters)","1962",91990.46659,1
"406",521,"Venezuela, RB","VEN","Renewable internal freshwater resources per capita (cubic meters)","1962",92075.97583,0
"407",190,"Papua New Guinea","PNG","Renewable internal freshwater resources per capita (cubic meters)","2018",93071.09516,0
"408",298,"Brunei Darussalam","BRN","Renewable internal freshwater resources per capita (cubic meters)","1962",94989.04832,0
"409",355,"Equatorial Guinea","GNQ","Renewable internal freshwater resources per capita (cubic meters)","1962",99153.76079,0
"410",33,"Bhutan","BTN","Renewable internal freshwater resources per capita (cubic meters)","2018",103393.9735,0
"411",306,"Chile","CHL","Renewable internal freshwater resources per capita (cubic meters)","1962",104401.4347,1
"412",444,"Norway","NOR","Renewable internal freshwater resources per capita (cubic meters)","1962",104976.2594,0
"413",452,"Panama","PAN","Renewable internal freshwater resources per capita (cubic meters)","1962",113601.6806,0
"414",312,"Colombia","COL","Renewable internal freshwater resources per capita (cubic meters)","1962",125490.5613,1
"415",447,"New Zealand","NZL","Renewable internal freshwater resources per capita (cubic meters)","1962",131748.5898,0
"416",464,"Pacific island small states","PSS","Renewable internal freshwater resources per capita (cubic meters)","1962",134409.9908,0
"417",525,"Vanuatu","VUT","Renewable internal freshwater resources per capita (cubic meters)","1962",147507.8548,0
"418",453,"Peru","PER","Renewable internal freshwater resources per capita (cubic meters)","1962",152658.7886,0
"419",302,"Canada","CAN","Renewable internal freshwater resources per capita (cubic meters)","1962",153110.5619,0
"420",293,"Belize","BLZ","Renewable internal freshwater resources per capita (cubic meters)","1962",156686.3808,0
"421",398,"Liberia","LBR","Renewable internal freshwater resources per capita (cubic meters)","1962",171430.8735,0
"422",221,"Suriname","SUR","Renewable internal freshwater resources per capita (cubic meters)","2018",171878.8792,0
"423",311,"Congo, Rep.","COG","Renewable internal freshwater resources per capita (cubic meters)","1962",207624.8836,0
"424",95,"Guyana","GUY","Renewable internal freshwater resources per capita (cubic meters)","2018",309368.2085,0
"425",347,"Gabon","GAB","Renewable internal freshwater resources per capita (cubic meters)","1962",320760.4369,0
"426",487,"Suriname","SUR","Renewable internal freshwater resources per capita (cubic meters)","1962",325771.4861,0
"427",456,"Papua New Guinea","PNG","Renewable internal freshwater resources per capita (cubic meters)","1962",342256.6463,0
"428",476,"Solomon Islands","SLB","Renewable internal freshwater resources per capita (cubic meters)","1962",357485.6046,0
"429",361,"Guyana","GUY","Renewable internal freshwater resources per capita (cubic meters)","1962",397502.1689,0
"430",299,"Bhutan","BTN","Renewable internal freshwater resources per capita (cubic meters)","1962",405027.4566,0
"431",115,"Iceland","ISL","Renewable internal freshwater resources per capita (cubic meters)","2018",481967.334,0
"432",381,"Iceland","ISL","Renewable internal freshwater resources per capita (cubic meters)","1962",932129.9718,0
